"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"EKT","4.25","5.00","11.063","2.04","48.8K","105.0K","-48.4%","-31.9%","616.2M","123.2M","40.1M","none","none","1.63","0.88","none","none","none","3.07","none","none","none","none","none","none","Dec 31","none","none","none","none","none","0","308.0K","0.8%","277.0K","12.32","25.0K","3"
