"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"KDN","19.88","20.63","28.25","0.95","68.4K","109.0K","-13.1%","+14.6%","617.7M","29.9M","24.8M","0.48","2.33%","11.05","1.25","0.22","11.64","3.96","1.87","16.57","1.77","349.2M","56.5M","37.3M","10.7%","16.2%","Dec 31","none","7.58%","11.61%","5.31","0.36","118.6M","311.0K","1.3%","5.92M","0"
