"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"TKC","5.90","6.95","126.25","475.0K","150.0K","-94.0%","-92.1%","667.2M","96.0M","9.60M","none","13.49","1.64","0","32.52","3.79","0.52","4.25","0.21","2.28B","725.3M","78.3M","3.4%","19.1%","Dec 31","none","none","2.15%","6.63%","0.94","1.60","0","109.0K","1.1%","110.0K","3.30","33.0K","1"
