"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"PPP","21.90","25.56","26.89","345.0K","-1.5%","+1.3%","1.37B","53.6M","19.3M","0.12","0.47%","none","15.09","2.58","0.53","11.27","1.49","1.69","9.89","2.27","619.8M","398.8M","129.7M","20.9%","39.2%","Dec 31","none","8.52%","25.35%","1.71","0.88","79.9M","3.93M","20.4%","3.52M","20.48","192.0K"
