"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"IMI","15.20","20.20","36.00","0.69","40.4K","57.0K","-32.4%","-10.8%","14.2B","701.8M","456.1M","none","none","none","1.38","none","none","none","none","14.62","none","none","none","none","none","Dec 31","none","none","none","none","none","none","165.0K","0.0%","143.0K","4.02","41.0K","2"
