"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"AEGN","3.40","4.04","13.938","28.3K","33.0K","-0.2%","+6.8%","80.8M","20.0M","13.0M","none","none","2.68","-9.83","-0.32","0.29","2.60","1.51","none","13.75","3.89M","-19.1M","-35.5M","none","none","Dec 31","none","-42.45%","-160.98%","16.07","0","51.9M","0","3,000","5,000"
