"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"BOKF","16.566","29.07","32.70","0.56","37.7K","30.0K","+59.7%","+110.7%","1.48B","51.0M","11.7M","none","15.23","1.87","0.50","11.86","10.36","1.91","15.58","2.45","681.6M","none","105.8M","15.7%","Dec 31","none","1.12%","15.20%","none","0.24","527.5M","84.0K","0.7%","34.0K","2.00","42.0K"
