"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"QLNX","0.23","0.57","7.00","32.4K","42.0K","-91.1%","-88.3%","5.42M","9.50M","1.50M","none","none","none","0.47","none","none","none","none","1.21","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","1,000","0.1%","4,000","0.03","30.0K"
