"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"trbc","7.50","12.06","13.25","4,045","3,000","+50.8%","+102.2%","102.7M","8.52M","8.30M","0.48","3.98%","none","10.15","0.88","0.23","9.45","none","1.19","13.69","1.28","67.8M","none","6.33M","9.3%","Dec 31","none","0.65%","9.84%","none","0","none","3,000","0.0%","2,000","0.75","4,000"
