"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"wqp","23.75","25.17","25.55","2,091","2,000","+5.7%","+32.9%","613.2M","24.4M","0","2.00","7.95%","none","16.05","4.43","1.07","45.10","0.13","1.57","5.69","0.56","1.10B","287.3M","107.9M","9.8%","20.1%","Dec 31","none","5.99%","36.38%","1.11","1.90","3.17M","0","1,000","2,000"
