"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cey","23.90","28.50","35.10","303.1K","307.0K","-16.2%","-3.8%","1.96B","68.6M","63.1M","none","none","6.01","none","0.35","none","0.69","4.74","none","none","none","191.5M","24.1M","none","18.4%","Dec 31","none","none","none","5.84%","1.47","0.00","0","1.59M","2.5%","1.28M","6.21","256.0K"
