"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"frbk","3.438","5.09","6.125","0.52","6,909","6,000","+23.4%","+65.5%","32.4M","6.36M","5.10M","none","7.28","0.44","0.10","none","3.36","0.70","11.67","none","none","none","2.78M","none","Dec 31","none","none","0.43%","6.45%","none","0","0","6,000","0.1%","7,000","1.00","6,000"
