"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"cbkm.ob","55.75","58.50","58.50","0","0","+4.9%","+40.7%","41.9M","717.0K","600.0K","0.80","1.37%","none","19.83","2.86","0.77","19.47","9.24","2.95","20.48","3.00","13.9M","none","2.05M","14.7%","June 30","none","1.24%","15.42%","none","0","6.63M","none"
