"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ta","23.00","23.96","24.00","83.0K","+0.8%","+2.0%","587.3M","24.5M","18.5M","0.28","1.17%","none","14.19","0.92","0.25","26.11","1.13","1.69","26.10","0.92","654.7M","80.7M","22.8M","3.5%","5.9%","Dec 31","none","2.92%","6.90%","none","0.15","27.8M","152.0K","0.8%","164.0K","1.58","96.0K"
