"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"neray","2.15","2.15","6.25","1.11","773","2,000","-63.4%","-50.9%","266.4M","123.9M","89.2M","none","1.82","-0.15","-0.20","2.75","0.81","1.18","none","0.78","332.9M","8.01M","-18.3M","-5.5%","-0.5%","Dec 31","none","none","-4.74%","-8.19%","1.95","0.05","695.4M","0","2,000","1,000","1"
