"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"aeg","19.69","25.08","43.00","0.79","191.5K","212.0K","-38.2%","-17.1%","35.5B","1.42B","878.6M","none","9.93","1.37","0.59","21.25","none","2.53","18.31","1.18","28.3B","none","1.83B","6.9%","9.9%","Dec 31","none","0.87%","14.90%","none","0.18","none","290.0K","0.0%","460.0K","1.96","148.0K","1"
