"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"bnp","7.25","10.34","11.30","-0.01","8,455","11.0K","+27.3%","+70.7%","59.0M","5.71M","4.80M","1.24","11.99%","none","7.35","0.33","0.10","5.08","0.12","1.41","31.62","2.04","35.8M","21.9M","1.90M","6.4%","6.9%","Dec 31","none","none","1.01%","4.32%","none","3.89","6.96M","0","0","11.0K"
