"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"bylk.ob","12.00","12.90","17.00","-0.05","1,455","0","-24.1%","+1.8%","96.4M","7.47M","5.50M","0.44","3.41%","7.59","0.89","0.25","8.05","2.37","1.70","14.56","1.60","63.2M","none","6.92M","10.9%","Dec 31","none","none","0.89%","12.83%","none","0.00","0","none"
