"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"one","27.00","33.19","41.563","1.33","3.28M","3.22M","-8.8%","+22.4%","38.8B","1.17B","1.09B","0.84","2.53%","16.49","1.37","0.64","none","15.80","2.01","24.21","none","none","none","1.62B","none","Dec 31","none","none","0.59%","8.57%","none","2.00","0","13.7M","1.3%","18.5M","4.99","2.74M"
