"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"bng","17.55","20.00","42.563","0.98","2,000","1,000","-46.3%","-28.0%","18.2B","907.8M","290.5M","none","1.19","0","0.02","none","0.40","16.83","none","none","0","none","0","none","none","Dec 31","none","0.00%","0.00%","1.87","1.05","366.9M","0","8,000","5,000","2"
