"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ctzn","12.50","15.33","16.66","30.7K","31.0K","+11.9%","+33.8%","146.0M","9.53M","8.60M","none","none","16.03","0.40","0.29","6.66","1.15","0.96","38.23","2.30","63.5M","none","3.82M","6.2%","Mar 31","none","0.46%","3.08%","none","0","10.9M","25.0K","0.3%","25.0K","0.96","26.0K"
