"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"falc","6.65","7.10","10.79","348.0K","-22.3%","-21.4%","316.9M","44.6M","44.2M","none","none","0.71","none","-0.04","none","0.72","9.93","none","none","none","-9.88M","-1.44M","none","none","Dec 31","none","none","none","-4.53%","11.96","0","73.0M","697.0K","1.6%","0","4.74","147.0K"
