"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ptr","15.75","18.74","23.61","32.0K","49.0K","-12.8%","+4.2%","32.9B","1.76B","174.1M","none","none","19.63","4.46","2.06","17.40","2.12","0.95","4.20","1.08","30.6B","15.0B","7.85B","22.9%","35.5%","Dec 31","none","13.11%","23.25%","1.20","0.30","3.73B","109.0K","0.1%","90.0K","2.95","37.0K","1"
