"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"esyg.ob","0.41","0.60","4.30","27.1K","43.0K","-84.8%","-82.6%","9.31M","15.5M","6.40M","none","none","0.06","-0.61","-0.16","0.57","0.01","10.69","none","1.06","3.59M","-3.09M","-3.49M","-99.8%","-91.7%","Aug 31","none","-127.53%","-400.92%","0.26","0.05","172.0K","none"
