"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"asfe.ob","7.375","13.25","15.00","-0.03","318","0","+71.0%","+129.3%","13.9M","1.05M","400.0K","0.20","1.51%","none","12.41","0.48","0.03","11.37","none","1.07","27.66","1.17","11.6M","none","490.0K","4.2%","June 30","none","0.33%","3.81%","none","0","none","none"
