"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"hdb","12.40","15.22","17.29","65.5K","35.0K","+1.5%","+16.5%","1.41B","92.8M","51.1M","none","none","none","0.55","none","none","none","none","27.47","none","none","none","none","none","Mar 31","none","none","none","none","none","none","41.0K","0.1%","78.0K","0.56","73.0K","3"
