"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sp","16.75","28.81","47.00","72.5K","139.0K","-25.9%","-11.4%","614.3M","21.3M","6.00M","none","none","5.98","0.54","0.13","8.07","2.31","4.82","52.96","3.57","171.4M","18.0M","11.6M","6.8%","9.8%","Dec 31","none","8.81%","11.52%","4.09","0","49.3M","274.0K","4.6%","215.0K","3.81","72.0K"
