"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"pbnc","12.00","12.30","12.65","11.0K","18.7M","1.52M","1.30M","none","none","9.45","0.54","0.35","5.79","0.99","1.30","22.99","2.12","8.30M","none","767.0K","9.2%","39.6%","June 30","none","0.68%","5.66%","none","none","1.42M","none"
