"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pnnw","23.50","28.05","35.00","1,318","2,000","+16.9%","+56.7%","50.1M","1.79M","1.50M","1.04","3.71%","16.29","2.24","0.54","14.04","2.34","1.72","12.50","2.00","25.1M","13.4M","4.00M","19.7%","39.3%","Dec 31","none","6.10%","14.28%","2.97","0.94","4.18M","0","0","1,000"
