"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ufmg","1.22","1.60","5.375","0.20","500","0","-68.8%","-58.1%","1.31M","816.0K","600.0K","0.60","37.50%","none","6.18","0.13","0.14","39.69","none","0.26","12.40","0.04","32.4M","817.0K","105.0K","0.3%","1.6%","July 31","none","0.73%","2.12%","1.30","1.20","none","0","0","1,000"
