"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pvx","5.60","6.19","8.05","23.3K","21.0K","-15.3%","-2.8%","31.2M","5.04M","4.60M","1.52","24.60%","3.59","0.69","0.11","3.83","0.01","1.73","8.95","1.62","24.7M","17.5M","4.15M","16.8%","32.7%","Dec 31","none","7.12%","26.03%","0.74","1.41","48.0K","0","0","18.0K"
