"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"glbz","8.00","13.25","18.35","591","1,000","+51.4%","+103.1%","22.0M","1.66M","1.00M","0.40","3.02%","10.69","1.18","0.25","10.34","4.99","1.24","11.22","1.28","17.1M","none","1.96M","11.4%","Dec 31","none","0.82%","11.46%","none","0","8.26M","0","1,000","1,000"
