"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ag","7.90","11.56","12.45","0.63","301.6K","224.0K","+2.8%","+37.8%","831.8M","72.0M","31.7M","0.04","0.35%","11.55","0.12","0.01","42.21","0.25","1.00","95.54","0.27","2.42B","95.2M","7.90M","0%","3.3%","Dec 31","none","none","0.01%","1.01%","1.93","0.89","13.9M","1.27M","4.0%","1.24M","2.69","470.0K"
