"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ubs","38.05","46.37","59.033","145.9K","97.0K","-3.6%","+29.3%","58.5B","1.26B","1.25B","1.17","2.53%","21.43","3.04","0.65","26.23","97.89","2.16","15.23","1.77","34.3B","none","3.97B","12.0%","Dec 31","none","0.61%","16.12%","none","3.83","123.5B","993.0K","0.1%","493.0K","7.70","129.0K","1"
