"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"cgco.ob","0.047","0.09","0.20","1.05","8,455","8,000","-36.2%","-14.4%","1.47M","16.3M","11.7M","none","none","1.25","0.01","-0.00","0.01","0.02","0.07","12.86","6.54","211.0K","120.0K","122.0K","57.8%","56.9%","Mar 31","none","none","0.40%","0.61%","0.06","0.33","289.0K","35.0K","0.4%","33.0K","0"
