"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"nice","8.875","14.95","50.25","1.40","93.7K","109.0K","-65.2%","-53.4%","196.9M","13.2M","11.5M","none","none","13.42","-4.25","-0.32","9.61","4.12","1.11","none","1.56","123.8M","-46.2M","-54.8M","-44.3%","-34.9%","Dec 31","none","none","-22.73%","-28.07%","2.78","0","55.4M","509.0K","4.4%","577.0K","12.41","41.0K","1"
