"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"glbl","4.63","7.07","9.34","745.0K","+27.6%","+29.1%","656.9M","92.9M","42.7M","none","4.19","-0.05","0.03","3.58","0.26","1.69","none","1.98","332.3M","19.9M","-4.65M","-1.4%","5.1%","Dec 31","none","-0.62%","-1.20%","1.52","0.64","24.4M","2.05M","4.8%","3.10M","3.54","578.0K"
