"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"flr","29.50","37.22","63.20","356.2K","379.0K","-28.0%","-13.9%","2.98B","80.1M","55.3M","0.64","1.72%","none","10.40","1.08","0.56","108.39","3.88","3.58","34.46","0.34","8.43B","117.0M","86.2M","1.0%","1.0%","Dec 31","none","none","2.82%","9.02%","1.04","0.07","411.2M","2.00M","3.6%","1.22M","5.68","352.0K"
