"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"asipy","2.00","2.08","8.04","0.25","15.4K","24.0K","-67.4%","-56.2%","49.9M","24.0M","4.70M","none","none","none","1.32","0.33","4.17","none","none","1.58","0.50","100.2M","66.4M","31.7M","31.6%","29.1%","Dec 31","none","none","none","none","none","none","0","0","11.0K","15.0K","1"
