"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"wain","6.591","7.50","8.80","0.03","1,364","4,000","+6.5%","+42.8%","28.9M","3.85M","2.70M","0.08","1.07%","9.12","0.52","0.15","7.92","2.78","0.82","14.45","0.95","34.6M","none","2.15M","7.1%","Dec 31","none","0.54%","6.50%","none","0","10.7M","14.0K","0.5%","12.0K","0"
