"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ppp","21.90","27.32","29.23","259.0K","+16.3%","+17.6%","1.47B","53.6M","37.5M","0.12","0.44%","none","15.55","2.28","0.28","11.00","1.76","1.76","11.98","2.48","633.5M","404.2M","118.4M","18.7%","35.4%","Dec 31","none","6.52%","19.14%","2.30","0.91","94.4M","3.93M","10.5%","3.52M","20.48","192.0K"
