"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"udr","9.375","14.29","14.77","0.03","377.8K","272.0K","+48.5%","+99.1%","1.42B","99.2M","84.3M","1.08","7.56%","7.05","0.40","0.07","6.07","0.07","2.03","36.18","2.36","611.8M","348.1M","39.9M","12.5%","7.3%","Dec 31","none","2.24%","5.20%","none","2.05","7.22M","920.0K","1.1%","792.0K","3.23","285.0K"
