"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"nbsi","8.438","13.31","14.50","0.27","364","0","+51.0%","+102.5%","15.4M","1.16M","700.0K","0.44","3.31%","10.96","0.40","0.10","8.01","1.78","1.22","33.19","1.66","9.35M","none","467.0K","5.0%","37.0%","Dec 31","none","0.35%","3.73%","none","none","2.06M","6,000","0.9%","7,000","0"
