"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"ltry.ob","0.10","1.40","2.70","3,227","5,000","-37.8%","-16.6%","15.6M","11.2M","2.00M","none","none","0.03","-0.18","0.04","0.85","0.03","49.50","none","1.65","9.56M","585.0K","-1.57M","-11.9%","-0.8%","Dec 31","none","-26.23%","none","0.72","1.51","359.0K","2,000","0.1%","1,000","0"
