"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"tmta","1.17","1.77","50.875","1.18M","471.0K","-89.8%","-87.8%","237.4M","134.1M","76.5M","none","none","2.20","-1.26","-0.23","0.40","2.00","0.80","none","4.47","46.5M","-125.9M","-147.8M","none","none","Dec 31","none","none","-43.42%","-61.93%","9.48","0.16","262.8M","3.00M","3.9%","3.63M","3.58","838.0K"
