"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"geg","13.55","14.99","37.90","127.8K","107.0K","-25.6%","-14.6%","658.9M","44.0M","7.40M","none","none","1.09","none","0.25","none","0.13","13.73","none","none","none","21.2M","11.6M","none","3.6%","Dec 30","none","none","none","24.08%","1.02","2.44","3.41M","794.0K","10.7%","979.0K","4.62","172.0K"
