"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"mria","3.50","5.15","5.80","-0.06","2,727","1,000","-1.9%","+31.6%","14.3M","2.77M","1.20M","0.20","3.88%","none","9.89","-0.21","-0.14","20.64","2.86","0.52","none","0.25","57.1M","-1.05M","-571.0K","-1.0%","-1.8%","July 28","none","none","-1.44%","-2.04%","4.07","0.18","7.91M","1,000","0.1%","1,000","0"
