"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"nwin.ob","19.00","21.20","21.20","-0.13","136","0","+7.3%","+44.0%","57.8M","2.73M","1.90M","1.04","4.91%","12.68","1.62","0.42","10.58","6.89","1.67","13.10","2.00","28.9M","none","4.43M","15.3%","50.3%","Dec 31","none","1.12%","13.21%","none","none","18.8M","none"
