"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pegs","5.813","10.25","17.375","2.45","160.7K","88.0K","-39.9%","-19.4%","248.5M","24.2M","24.1M","none","10.12","-1.35","-0.44","7.61","1.10","1.01","none","1.35","187.0M","25.9M","-33.2M","-17.8%","-21.1%","Dec 31","none","none","-9.40%","-12.90%","1.07","0","10.4M","891.0K","3.7%","872.0K","8.03","111.0K"
