"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ubb","13.00","15.73","33.00","2.23","206.1K","252.0K","-37.5%","-16.3%","4.41B","280.7M","22.7M","0.90","5.72%","none","7.65","1.30","0.37","10.15","1.22","2.06","12.12","1.55","2.85B","none","262.6M","10.5%","Dec 31","none","1.67%","13.84%","none","1.67","341.6M","142.0K","0.6%","144.0K","1.12","127.0K","5"
