"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"usdc","0.47","0.82","19.375","3.39","5,682","2,000","-95.7%","-94.2%","2.32M","2.83M","1.50M","none","-12.81","none","-0.87","none","0.31","none","none","none","none","-2.94M","-1.77M","none","-41.9%","Dec 31","none","none","none","none","0.69","0.37","1.39M","1,000","0.1%","0","1.00","1,000"
