"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"sday","0.77","1.101","3.00","2,864","0","-60.0%","-46.3%","109.7M","99.7M","41.9M","none","none","1.14","-0.39","-0.15","1.87","0.63","0.97","none","0.59","186.3M","154.0K","-38.9M","-20.9%","-18.5%","Dec 31","none","-13.43%","-32.15%","1.32","0.88","62.6M","0","3,000","2,000","3"
