"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"abc","62.25","63.56","72.00","1.37M","-6.8%","-5.7%","6.90B","108.6M","81.5M","none","7.60","2.17","0.57","235.80","1.78","8.36","29.34","0.27","13.3B","251.0M","117.2M","0.9%","1.8%","Sep 30","none","4.34%","36.21%","1.49","1.59","94.3M","8.05M","9.9%","12.8M","5.18","1.55M"
