"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"ivnsy.ob","0.90","1.61","2.75","0","0","-32.9%","-23.0%","2.82B","1.75B","1.47B","none","none","none","0.06","none","none","none","none","27.76","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","none","2"
