"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"fmnb.ob","7.00","10.25","11.00","-0.16","3,091","4,000","+28.1%","+71.8%","120.0M","11.7M","11.7M","0.52","5.07%","6.33","0.60","0.17","4.03","2.02","1.62","17.05","2.55","46.4M","none","6.41M","13.8%","Dec 31","none","1.14%","9.83%","none","0","23.6M","none"
