"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pra","13.30","14.02","19.25","22.6K","20.0K","-13.9%","-1.3%","361.3M","25.8M","20.6M","none","15.63","0.68","0.13","10.44","2.97","0.90","20.71","1.34","238.4M","none","15.5M","6.5%","6.5%","Dec 31","none","1.13%","4.35%","none","0.27","76.5M","325.0K","1.6%","307.0K","12.04","27.0K"
