"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"serc.ob","5.50","13.75","13.90","2,864","0","+103.7%","+173.2%","22.6M","1.64M","600.0K","none","none","11.17","0.66","0.19","10.01","5.84","1.23","20.96","1.37","15.8M","none","1.04M","6.6%","June 30","none","none","0.45%","5.92%","none","0","0","none"
