"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"azul.ob","0.32","0.32","3.969","-1.51","1,409","4,000","-89.8%","-86.3%","1.65M","5.14M","600.0K","none","-3.23","-1.11","-0.12","2.29","0.57","none","none","0.14","9.64M","-6.53M","-4.47M","-45.4%","-75.1%","Mar 31","none","-49.36%","none","0.28","none","2.93M","none"
