"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"tcow.ob","0.25","0.36","0.85","55.0K","+2.9%","+4.1%","26.1M","72.6M","35.6M","none","none","-0.66","-11.83","-1.01","6.12","0.36","none","none","0.06","19.3M","-24.2M","-35.8M","none","none","Dec 31","none","-155.01%","none","0.58","none","1.08M","none"
