"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"zmh","24.70","30.91","31.15","1.21M","+7.3%","+8.6%","5.98B","193.6M","191.7M","none","none","1.27","none","0.14","none","none","24.32","none","none","none","287.1M","27.4M","none","23.7%","Dec 31","none","none","none","11.12%","1.14","0","23.4M","620.0K","0.3%","2.31M","0.28","2.17M"
