"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"tiii","0.40","0.44","1.906","0.92","11.8K","9,000","-69.7%","-59.4%","5.14M","11.7M","9.80M","none","1.82","-0.65","-0.06","3.17","0.02","0.24","none","0.14","39.3M","-5.88M","-7.54M","-19.2%","-19.3%","June 29","none","none","-22.14%","-29.08%","2.87","0.07","233.0K","15.0K","0.2%","15.0K","1.50","10.0K"
