"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hgsi","26.41","42.63","102.813","0.89","2.69M","2.53M","-55.6%","-40.4%","5.44B","127.5M","77.8M","none","10.51","none","-0.19","none","13.23","4.06","none","none","none","-251.6M","-24.9M","none","none","Dec 31","none","none","none","-1.86%","46.33","0.38","1.73B","5.97M","7.7%","6.50M","2.99","1.99M"
