"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"bkmu","10.00","16.30","18.00","19.7K","8,000","+42.0%","+69.8%","364.2M","22.3M","9.60M","0.28","1.72%","none","13.25","0.91","0.23","8.80","1.89","1.23","17.85","1.85","189.0M","none","19.6M","10.4%","Dec 31","none","none","0.77%","7.48%","none","0","163.3M","23.0K","0.2%","22.0K","0.92","25.0K"
