"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"josea.ob","5.25","5.85","7.05","818","0","+11.4%","+27.8%","52.6M","8.99M","600.0K","none","-62.73","-0.32","4.02","87.20","4.79","none","none","0.07","816.4M","148.9M","898.0K","1.3%","13.8%","Dec 30","none","2.58%","none","1.04","none","43.1M","88.0K","0.4%","166.0K","0.64","137.0K"
